91282CME8,1734889683009925,99.0,TRSY1,1000000,0
91282CME8,1734889683009929,100.0,TRSY2,2000000,1
91282CME8,1734889683009930,99.0,TRSY3,3000000,0
91282CME8,1734889683009931,100.0,TRSY1,4000000,1
91282CME8,1734889683009932,99.0,TRSY2,5000000,0
91282CME8,1734889683009933,100.0,TRSY3,1000000,1
91282CME8,1734889683009934,99.0,TRSY1,2000000,0
91282CME8,1734889683009935,100.0,TRSY2,3000000,1
91282CME8,1734889683009935,99.0,TRSY3,4000000,0
91282CME8,1734889683009935,100.0,TRSY1,5000000,1
91282CMB4,1734889683009936,99.0,TRSY2,1000000,0
91282CMB4,1734889683009938,100.0,TRSY3,2000000,1
91282CMB4,1734889683009939,99.0,TRSY1,3000000,0
91282CMB4,1734889683009940,100.0,TRSY2,4000000,1
91282CMB4,1734889683009940,99.0,TRSY3,5000000,0
91282CMB4,1734889683009941,100.0,TRSY1,1000000,1
91282CMB4,1734889683009942,99.0,TRSY2,2000000,0
91282CMB4,1734889683009943,100.0,TRSY3,3000000,1
91282CMB4,1734889683009944,99.0,TRSY1,4000000,0
91282CMB4,1734889683009944,100.0,TRSY2,5000000,1
91282CMD0,1734889683009945,99.0,TRSY3,1000000,0
91282CMD0,1734889683009946,100.0,TRSY1,2000000,1
91282CMD0,1734889683009946,99.0,TRSY2,3000000,0
91282CMD0,1734889683009948,100.0,TRSY3,4000000,1
91282CMD0,1734889683009948,99.0,TRSY1,5000000,0
91282CMD0,1734889683009949,100.0,TRSY2,1000000,1
91282CMD0,1734889683009950,99.0,TRSY3,2000000,0
91282CMD0,1734889683009951,100.0,TRSY1,3000000,1
91282CMD0,1734889683009952,99.0,TRSY2,4000000,0
91282CMD0,1734889683009953,100.0,TRSY3,5000000,1
91282CMC2,1734889683009954,99.0,TRSY1,1000000,0
91282CMC2,1734889683009954,100.0,TRSY2,2000000,1
91282CMC2,1734889683009955,99.0,TRSY3,3000000,0
91282CMC2,1734889683009956,100.0,TRSY1,4000000,1
91282CMC2,1734889683009957,99.0,TRSY2,5000000,0
91282CMC2,1734889683009957,100.0,TRSY3,1000000,1
91282CMC2,1734889683009959,99.0,TRSY1,2000000,0
91282CMC2,1734889683009959,100.0,TRSY2,3000000,1
91282CMC2,1734889683009960,99.0,TRSY3,4000000,0
91282CMC2,1734889683009961,100.0,TRSY1,5000000,1
91282CLW9,1734889683009962,99.0,TRSY2,1000000,0
91282CLW9,1734889683009963,100.0,TRSY3,2000000,1
91282CLW9,1734889683009964,99.0,TRSY1,3000000,0
91282CLW9,1734889683009964,100.0,TRSY2,4000000,1
91282CLW9,1734889683009965,99.0,TRSY3,5000000,0
91282CLW9,1734889683009966,100.0,TRSY1,1000000,1
91282CLW9,1734889683009968,99.0,TRSY2,2000000,0
91282CLW9,1734889683009969,100.0,TRSY3,3000000,1
91282CLW9,1734889683009970,99.0,TRSY1,4000000,0
91282CLW9,1734889683009971,100.0,TRSY2,5000000,1
912810UF3,1734889683009971,99.0,TRSY3,1000000,0
912810UF3,1734889683009971,100.0,TRSY1,2000000,1
912810UF3,1734889683009973,99.0,TRSY2,3000000,0
912810UF3,1734889683009974,100.0,TRSY3,4000000,1
912810UF3,1734889683009975,99.0,TRSY1,5000000,0
912810UF3,1734889683009976,100.0,TRSY2,1000000,1
912810UF3,1734889683009976,99.0,TRSY3,2000000,0
912810UF3,1734889683009977,100.0,TRSY1,3000000,1
912810UF3,1734889683009978,99.0,TRSY2,4000000,0
912810UF3,1734889683009978,100.0,TRSY3,5000000,1
912810UE6,1734889683009978,99.0,TRSY1,1000000,0
912810UE6,1734889683009980,100.0,TRSY2,2000000,1
912810UE6,1734889683009981,99.0,TRSY3,3000000,0
912810UE6,1734889683009981,100.0,TRSY1,4000000,1
912810UE6,1734889683009983,99.0,TRSY2,5000000,0
912810UE6,1734889683009984,100.0,TRSY3,1000000,1
912810UE6,1734889683009985,99.0,TRSY1,2000000,0
912810UE6,1734889683009986,100.0,TRSY2,3000000,1
912810UE6,1734889683009986,99.0,TRSY3,4000000,0
912810UE6,1734889683009987,100.0,TRSY1,5000000,1
